opratDate,stgSdCd,stgSdNm,stgSggCd,stgSggNm,stgEmdCd,stgEmdNm,arrSdCd,arrSdNm,arrSggCd,arrSggNm,arrEmdCd,arrEmdNm,tzon,quater,useStf,useTm
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,12,15,6,2349.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,13,00,7,2755.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,13,15,3,1863.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,13,45,2,2355.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,14,00,2,1786.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,14,30,5,1963.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,15,00,2,2361.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,15,15,1,1983.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,15,45,7,2311.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,16,00,1,1828.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,16,15,1,1697.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,16,30,4,2253.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,16,45,1,2039.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,17,00,2,2156.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,17,15,3,1907.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,17,45,1,2152.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,18,00,4,1872.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,19,00,1,2142.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,19,15,1,1967.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,19,30,1,1659.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,20,00,1,1873.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,20,15,2,1775.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,21,45,3,2618.0
20260224,11,서울특별시,11110,종로구,1111013500,관철동,11,서울특별시,11200,성동구,1120011500,성수동2가,23,45,1,2218.0
20260224,11,서울특별시,11110,종로구,1111013800,종로2가,11,서울특별시,11200,성동구,1120011500,성수동2가,01,00,1,1847.0
